Faculty,Code,Title,Description,Components,Prerequisites
ELG,6378,Asic's in Telecommunications ,"Introduction to modern ASIC technologies for Telecom. Review of circuit-level building blocks for typical wireline and wireless applications, including power/performance tradeoffs. Corresponding FPGA analog and digital IO circuits are discussed. A topical literature study and circuit level design exercises. This course is equivalent to ELEC 5708 at Carleton University.",Lecture,
ELG,6379,Advanced Topics in Electromagnetics ,"Recent and advanced topics in electro-magnetics, antennas, radar systems, microwave devices and circuits, or optoelectronics. The subject material will vary from year to year according to research interests in the department and/or expertise provided by visiting scholars or sessional lecturers. This course is equivalent to ELEC 5709 at Carleton University.",Lecture,
ELG,6380,Theory Semiconductor Devices ,"Equilibrium and non-equilibrium conditions in a semiconductor. Carrier transport theory. Physical theory of basic semiconductor device structures and aspects of design: PN junctions and bipolar transistors, field effect devices. Current transport relationships for transistors. Charge control theory. Modeling of device mechanisms. Performance limitations of transistors. This course is equivalent to ELEC 5800 at Carleton University.",Lecture,Prerequisites:ELG 6384.
ELG,6381,High-Speed and Low-Power Vlsi ,"High-Speed and Low-Power CMOS VLSI circuit techniques. Low and high levels of abstraction; transistor, switch, logic-gate, module, system levels. State-of-the-art techniques to optimize the performance and energy consumption of a circuit. One or more of these techniques are used in a design project. This course is equivalent to ELEC 5801 at Carleton University.",Lecture,Prerequisites:ELG 6384.
ELG,6382,Surface Controlled Semiconductor Devices ,"Fundamentals of the MOS system: MOS capacitors. Long channel behaviour: theory, limitations and performance of the SPICE level 1 and 2 models. Small geometry effects: theory, limitations and performance of the SPICE level 3 model. Subthreshold operation and modelling. Hot electron effects and reliability. Advanced analysis: the MISNAN model. This course is equivalent to ELEC 5802 at Carleton University.",Lecture,
ELG,6383,Behavioural Synthesis of ICs ,"Various topics related to computer analysis and synthesis of VLSI circuits including: logic synthesis, finite state machine synthesis, design methodologies, design for reuse, testing, common VLSI functions, a review of Verilog. This course is equivalent to ELEC 5803 at Carleton University.",Lecture,
ELG,6384,VLSI Design ,"IC design course with strong emphasis on design methodology, to be followed by ELEC 5805 (ELG 6385) in the second term. Design philosophies considered will include Full Custom design, standard cells, gate-arrays and sea-of-gates using CMOS and BiCMOS technology. State-of-the-art computer-aided design tools are used.",Lecture,
ELG,6385,VLSI Design Project ,"Using state-of-the-art CMOS and BiCMOS technologies, students will initiate their own design of an integrated circuit using tools in the CAD lab and submit it for fabrication where the design warrants. This course is equivalent to ELEC 5805 at Carleton University.",Lecture,
ELG,6388,Signal Processing Electronics ,"Integrated radio front-end component design. Overview of radio systems, frequency response, gain, noise, linearity, intermodulation, image rejection, impedance matching, stability, and power dissipation. Detailed design of low-noise amplifiers, mixers, oscillators and power amplifiers. Use of on-chip inductors and baluns. Process variations, parasitics, and packaging. This course is equivalent to ELEC 5503 at Carleton University.",Lecture,
ELG,6389,Nonlinear Electronic Circuits ,"Introduction to non-linear circuits used in today's telecommunications ICs; CMOS non-linear circuits such as direct-RF-sampling mixers, phase-detectors; digital loop-filters, DCOs, frequency synthesizers and clock-and-data-recovery are introduced. Modeling of these non-linear circuits and existing options for simulations and closed form circuit analysis is presented. This course is equivalent to ELEC 5809 at Carleton University.",Lecture,"CoursesELG 6389(ELEC 5809 at Carleton),ELG 6375(ELEC 5705 at Carleton) cannot be combined for units if taken as a special topic inELG 6375."
ELG,6393,Interactive Networked Systems & Telemedicine ,"Telemanipulator; human motoring and sensory capabilities; typical interface devices; mathematical model of haptic interfaces; haptic rendering; stability and transparency; remote control schemes; time delay compensation; networking and real-time protocols, history and challenges of telemedicine; telemedicine applications: telesurgery, tele-monitoring, tele-diagnosis and tele-homecare. This course is equivalent to SYSC 5303 at Carleton University.",Lecture,CoursesELG 6383(SYSC 5303 at Carleton) andBMG 5304(BIOM 5402 at Carleton) cannot be combined for units.
ELG,6396,Directed Studies ,Various possibilities exist for pursuing directed studies on topics approved by a course supervisor. This course is equivalent to ELEC 5906 at Carleton University.,Lecture,
ELG,6397,"Solar Cells - Principles, Materials, Systems and Operation ","Solar radiation. Solar cells: crystalline silicon, thin film technologies, space and concentrator cells, organic and dye sensitized.  Photovoltaic systems: introduction, balance of system components, grid-connected systems, space and concentrator systems. Testing, monitoring, and calibration standards.  Economics, environment and business strategy. This course is equivalent to ELEC 5304 at Carleton University.",Lecture,
ELG,7100,Topics in Electromagnetics I ,This course is equivalent to EACJ 5404 at Carleton University.,Lecture,
ELG,7113,Topics in Systems and Control I ,"Current topics in the field, including linear semigroup theory and optimal feedback control. This course is equivalent to EACJ 5209 at Carleton University.",Lecture,
ELG,7114,Topics in Systems and Control II ,"Current topics in the field, including linear and nonlinear filtering and optimal control of stochastic systems. This course is equivalent to EACJ 5300 at Carleton University.",Lecture,
